first_name,last_name,company_name,address,city,county,postal,phone1,phone2,email,web,full_name,email_domain,city_length,is_gmail,company_word_count
Cassandra,Bludworth,Lykes Bros Inc,9 Sydney Place,Henllan Community,Conwy,LL16 5AF,01903-614855,01583-648675,cbludworth@yahoo.com,http://www.lykesbrosinc.co.uk,Cassandra Bludworth,yahoo.com,17,False,3
Teresita,Gesell,Mason Insurance Agency Inc,2015 Suburban Rd,Springfield Ward,Greater London,N16 6TD,01914-501391,01372-236506,teresita_gesell@hotmail.com,http://www.masoninsuranceagencyinc.co.uk,Teresita Gesell,hotmail.com,16,False,4
Evangelina,Gius,J T Painting Corp,769 Euston St,Glastonbury,Somerset,BA6 8EY,01563-997671,01377-310696,evangelina.gius@yahoo.com,http://www.jtpaintingcorp.co.uk,Evangelina Gius,yahoo.com,11,False,4
Marlon,Tromblay,Solomon Metals Inc,46 Stevenson St,West End Ward,Dundee City,DD1 5EF,01919-394681,01869-607955,mtromblay@yahoo.com,http://www.solomonmetalsinc.co.uk,Marlon Tromblay,yahoo.com,13,False,3
Quiana,Scarsella,Looking Good,1400 Ash St,Thorpe Hamlet Ward,Norfolk,NR1 4HS,01446-936944,01492-687388,quiana_scarsella@hotmail.com,http://www.lookinggood.co.uk,Quiana Scarsella,hotmail.com,18,False,2
Viki,Humeniuk,Guldstrand Engineering Inc,8822 Trafalgar St,Yalding,Kent,ME18 6JE,01721-747819,01381-985978,vhumeniuk@gmail.com,http://www.guldstrandengineeringinc.co.uk,Viki Humeniuk,gmail.com,7,True,3
Domitila,Weissmann,"Ciocia, James A Esq",28 Berwick St,Moordown Ward,Bournemouth,BH9 1TT,01606-833878,01928-189722,domitila@gmail.com,http://www.ciociajamesaesq.co.uk,Domitila Weissmann,gmail.com,13,True,4
Ivan,Aronov,Center For Pediatrics,94 Regent St,Over Kellet,Lancashire,LA6 1DB,01478-392232,01410-877250,ivan@gmail.com,http://www.centerforpediatrics.co.uk,Ivan Aronov,gmail.com,11,True,3
Anabel,Baldock,William A Geppert True Value,30 Marine Parade #1,Staina Ward,Lancashire,FY5 4FN,01994-675650,01845-742562,anabel_baldock@hotmail.com,http://www.williamagepperttruevalue.co.uk,Anabel Baldock,hotmail.com,11,False,5
Carlton,Blyler,Hardware Specialty Co Inc,8 Pim Hill St,Portobello,City of Edinburgh,EH15 2HW,01437-681317,01604-200932,carlton@blyler.co.uk,http://www.hardwarespecialtycoinc.co.uk,Carlton Blyler,blyler.co.uk,10,False,4
Rashida,Vera,Creative Consultants,8451 Bengel St,Brixham,Devon,TQ5 9JW,01286-317691,01913-489634,rashida@hotmail.com,http://www.creativeconsultants.co.uk,Rashida Vera,hotmail.com,7,False,2
Sherron,Knodel,Fhk Corp,159 Carlton St,Windle Ward,Merseyside,WA10 6QG,01481-744296,01222-556548,sherron@knodel.co.uk,http://www.fhkcorp.co.uk,Sherron Knodel,knodel.co.uk,11,False,2
Cora,Mossing,Regis Brd Pro Engrs & Land,38 Raffles St,Newmarket,Cambridgeshire,CB8 8QE,01285-381062,01699-194090,cora@yahoo.com,http://www.regisbrdproengrsland.co.uk,Cora Mossing,yahoo.com,9,False,6
Altha,Tischner,Male Power Ltd,650 Goring St,Rainham South Ward,Kent,ME8 9PN,01373-594236,01698-785700,altha@hotmail.com,http://www.malepowerltd.co.uk,Altha Tischner,hotmail.com,18,False,3
Dortha,Yaccarino,Atc Power Systems,6 Chestnut St,Gwersyllt Community,Wrexham,LL11 4RJ,01528-240870,01254-458143,dortha@hotmail.com,http://www.atcpowersystems.co.uk,Dortha Yaccarino,hotmail.com,19,False,3
Diego,Augle,Farmers Electric Co Op Inc,4 Peover St,Walcot Ward,Bath Avon,BA1 6EF,01275-397587,01933-666689,diego.augle@gmail.com,http://www.farmerselectriccoopinc.co.uk,Diego Augle,gmail.com,11,True,5
Peggy,Khov,"Goldberg, Stephen M Esq",328 Pallas St,Longford Ward,Greater Manchester,M32 8LJ,01619-237602,01648-417310,peggy.khov@gmail.com,http://www.goldbergstephenmesq.co.uk,Peggy Khov,gmail.com,13,True,4
Walton,Yuki,Best Wstrn Host Mtr Htl Palm,9 Waltham Rd,Yealmpton,Devon,PL8 2NS,01872-808403,01885-290666,wyuki@gmail.com,http://www.bestwstrnhostmtrhtlpalm.co.uk,Walton Yuki,gmail.com,9,True,6
Vallie,Yafaie,Micro Lan,352 Strathmore Rd,Shiphay-with-the-Willows Ward,Devon,TQ2 7JB,01251-120872,01630-603260,vyafaie@hotmail.com,http://www.microlan.co.uk,Vallie Yafaie,hotmail.com,29,False,2
Tony,Diazdeleon,Dilling Harris Inc,529 Llanrwst St,Southam,Gloucestershire,GL52 8TW,01765-102036,01877-593275,tony@gmail.com,http://www.dillingharrisinc.co.uk,Tony Diazdeleon,gmail.com,7,True,3
Val,Villot,Horizon Air Magazine,1980 Tynemouth St,Almond Ward,West Lothian,EH52 5PY,01375-870188,01602-987840,val@yahoo.com,http://www.horizonairmagazine.co.uk,Val Villot,yahoo.com,11,False,3
Mel,Picciuto,Avante Limited,8598 Rumney Rd,Hylands Ward,Essex,RM11 1QL,01885-270480,01268-443299,mel.picciuto@gmail.com,http://www.avantelimited.co.uk,Mel Picciuto,gmail.com,12,True,2
Isabella,Piatkowski,"Miller, William E Iii",9283 Ruth St #81,Dormers Wells Ward,Greater London,UB1 2FH,01979-186995,01998-980054,isabella_piatkowski@piatkowski.co.uk,http://www.millerwilliameiii.co.uk,Isabella Piatkowski,piatkowski.co.uk,18,False,4
Erasmo,Rhea,Martin Morrissey,5544 Sutherland St,Mortehoe,Devon,EX34 7DQ,01507-386397,01899-316385,erasmo_rhea@hotmail.com,http://www.martinmorrissey.co.uk,Erasmo Rhea,hotmail.com,8,False,2
Ivory,Lohrenz,Auto Body Color,9 Jackson St,Parr Ward,Merseyside,WA9 3QW,01876-642683,01651-132519,ivory@hotmail.com,http://www.autobodycolor.co.uk,Ivory Lohrenz,hotmail.com,9,False,3
Nikita,Walka,"Fred, Anthony Esq",3612 Bixteth St,Hucknall North Ward,Nottinghamshire,NG15 8DD,01282-123434,01724-455145,nwalka@hotmail.com,http://www.fredanthonyesq.co.uk,Nikita Walka,hotmail.com,19,False,3
Aleta,Ligons,Advantage Bookkeeping,4545 Victoria Rd,Kilbirnie and Beith Ward,North Ayrshire,KA15 1AT,01952-535977,01715-637895,aleta_ligons@hotmail.com,http://www.advantagebookkeeping.co.uk,Aleta Ligons,hotmail.com,24,False,2
Owen,Jentzen,Capital Fasteners Inc,5 Hampden St,Liscard Ward,Merseyside,CH45 4RN,01467-142439,01917-137038,owen_jentzen@jentzen.co.uk,http://www.capitalfastenersinc.co.uk,Owen Jentzen,jentzen.co.uk,12,False,3
Pauline,Fling,Cumberland Vacuum Products,6452 Pilgrim St #5,Seven Sisters Ward,Greater London,N15 6TH,01990-476494,01458-113457,pfling@fling.co.uk,http://www.cumberlandvacuumproducts.co.uk,Pauline Fling,fling.co.uk,18,False,3
Tijuana,Machalek,"Schwartz, Thomas E Esq",1149 Highfield Rd #996,Fareham South Ward,Hampshire,PO14 9JJ,01242-532395,01336-686264,tijuana.machalek@gmail.com,http://www.schwartzthomaseesq.co.uk,Tijuana Machalek,gmail.com,18,True,4
Ahmad,Alsaqri,Alliance Construction Co Inc,21 Pickwick St,Sutton cum Duckmanton,Derbyshire,S44 5DS,01567-555570,01852-550588,ahmad.alsaqri@yahoo.com,http://www.allianceconstructioncoinc.co.uk,Ahmad Alsaqri,yahoo.com,21,False,4
Jamika,Conoly,"Keller, Raymond C",19 Soho St,Whitley Ward,Berkshire,RG1 9XH,01726-595316,01597-168997,jamika_conoly@conoly.co.uk,http://www.kellerraymondc.co.uk,Jamika Conoly,conoly.co.uk,12,False,3
Derrick,Dolloff,Proto Tek Manufacturing,236 Blantyre Rd,Everton Ward,Merseyside,L6 2EN,01982-734773,01619-554437,derrick_dolloff@gmail.com,http://www.prototekmanufacturing.co.uk,Derrick Dolloff,gmail.com,12,True,3
Jacquelyne,Reibman,Great Clips For Hair,70 Lilly Rd,Shirley Ward,Greater London,CR0 7PT,01846-581451,01850-754504,jacquelyne_reibman@yahoo.com,http://www.greatclipsforhair.co.uk,Jacquelyne Reibman,yahoo.com,12,False,4
Zachary,Freeburger,Country Kitchen,58 Gloucester Rd,Holbrook,Derbyshire,DE56 0TX,01888-641397,01240-433924,zachary.freeburger@freeburger.co.uk,http://www.countrykitchen.co.uk,Zachary Freeburger,freeburger.co.uk,8,False,2
Sophia,Gaucher,T C E Systems Inc,88 Upper Harrington St,North East Ward,North Lanarkshire,G69 8EL,01504-539114,01254-919378,sophia.gaucher@hotmail.com,http://www.tcesystemsinc.co.uk,Sophia Gaucher,hotmail.com,15,False,5
Isabelle,Kono,Rock Springs Petroleum Equip,4920 Fazakerley Rd,Plymstock Dunstone Ward,Devon,PL9 8RD,01552-682601,01953-816728,isabelle.kono@yahoo.com,http://www.rockspringspetroleumequip.co.uk,Isabelle Kono,yahoo.com,23,False,4
Ronnie,Brigman,Howard Johnson,6 Morley St,Batchwood Ward,Hertfordshire,AL3 5JN,01943-754681,01972-686199,ronnie@brigman.co.uk,http://www.howardjohnson.co.uk,Ronnie Brigman,brigman.co.uk,14,False,2
Krystina,Schlabaugh,Harris Oldsmobile Inc,7316 Friar St,Salvington Ward,West Sussex,BN13 3FL,01441-846477,01332-799979,kschlabaugh@schlabaugh.co.uk,http://www.harrisoldsmobileinc.co.uk,Krystina Schlabaugh,schlabaugh.co.uk,15,False,3
Rosita,Ausdemore,"Jurdem, Scott Esq",8 Heathfield St #657,Hailsham,East Sussex,BN27 1AJ,01273-236188,01997-765432,rausdemore@hotmail.com,http://www.jurdemscottesq.co.uk,Rosita Ausdemore,hotmail.com,8,False,3
Huey,Stancil,Lindner Funds,275 Peel Sq,Park Ward,North Eart Lincolnshire,DN32 0PT,01502-139578,01468-195646,hstancil@hotmail.com,http://www.lindnerfunds.co.uk,Huey Stancil,hotmail.com,9,False,2
Elbert,Fiorino,"Donald, G Nelson Esq",726 Westmoreland Place,Ballochmyle Ward,East Ayrshire,KA5 6EL,01724-467889,01992-537553,elbert@hotmail.com,http://www.donaldgnelsonesq.co.uk,Elbert Fiorino,hotmail.com,16,False,4
Pura,Manciel,Cia Inspection,7 Water St,Priory Heath Ward,Suffolk,IP3 9RB,01853-412588,01386-437186,pura.manciel@yahoo.com,http://www.ciainspection.co.uk,Pura Manciel,yahoo.com,17,False,2
Alesia,Katie,Nelsons Trmt & Pest Cntrl Co,4 Covent Garden,Farnworth Ward,Greater Manchester,BL4 7AF,01333-436799,01240-614527,alesia_katie@gmail.com,http://www.nelsonstrmtpestcntrlco.co.uk,Alesia Katie,gmail.com,14,True,6
Avery,Veit,Plaza Gourmet Delicatessen,9166 Devon St #905,Knightsbridge and Belgravia Wa,Greater London,SW1W 8JY,01748-625058,01369-185737,avery@veit.co.uk,http://www.plazagourmetdelicatessen.co.uk,Avery Veit,veit.co.uk,30,False,3
Reid,Euresti,"Fitzgerald, Edward J",70 Foster St,Inverness Ness-Side Ward,Highland,IV2 6WT,01916-963261,01370-319414,reuresti@euresti.co.uk,http://www.fitzgeraldedwardj.co.uk,Reid Euresti,euresti.co.uk,24,False,3
Charlette,Brenning,Furey & Associates,714 Fonthill Rd,Darton West Ward,South Yorkshire,S75 5EJ,01888-152110,01301-312487,cbrenning@brenning.co.uk,http://www.fureyassociates.co.uk,Charlette Brenning,brenning.co.uk,16,False,3
Celestina,Keeny,Bfg Federal Credit Union,9 Milton St,Consett North ED,County Durham,DH8 5LP,01877-379681,01600-463475,celestina_keeny@gmail.com,http://www.bfgfederalcreditunion.co.uk,Celestina Keeny,gmail.com,16,True,4
Mi,Richan,Nelson Wright Haworth Golf Crs,6 Norwood Grove,Tanworth-in-Arden,Warwickshire,B94 5RZ,01451-785624,01202-738406,mi@hotmail.com,http://www.nelsonwrighthaworthgolfcrs.co.uk,Mi Richan,hotmail.com,17,False,5
